,name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
61,Wildhood,100,77,92,"['Drama', 'LGBTQ+']",,1h 39m,2021,"['Phillip Lewitski', 'Joshua Odjick', 'Avery Winters-Anthony', 'Michael Greyeyes', 'Steve Lund']",['Bretten Hannam']
62,My Best Friend's Exorcism,51,36,46,"['Horror', 'Comedy']",R,1h 36m,2022,"['Elsie Fisher', 'Amiah Miller', 'Cathey Ang', 'Rachel Ogechi', 'Christopher Lowell']",['Damon Thomas']
0,Smile,79,77,78,"['Horror', 'Mystery & Thriller']",R,1h 56m,2022,"['Sosie Bacon', 'Jessie T. Usher', 'Kyle Gallner', 'Robin Weigert', 'Caitlin Stasey']",['Parker Finn']
1,The School for Good and Evil,37,66,46,"['Drama', 'Action', 'Fantasy']",PG-13,2h 29m,2022,"['Sophia Anne Caruso', 'Sofia Wylie', 'Charlize Theron', 'Michelle Yeoh', 'Laurence Fishburne']",['Paul Feig']
2,Sex Appeal,57,57,57,"['Romance', 'Comedy']",,1h 31m,2022,"['Mika Abdalla', 'Jake Short', 'Mason Versaw', 'Paris Jackson', 'Margaret Cho']",['Talia Osteen']
3,Marmaduke,0,40,13,"['Kids & Family', 'Comedy', 'Animation']",,1h 28m,2022,"['Pete Davidson', 'J.K. Simmons', 'David Koechner', 'Jason Anthony', 'Shelby Young']",['Mark Dippe']
4,Sinphony: A Clubhouse Horror Anthology,83,67,77,['Horror'],,1h 27m,2022,"['Haley Bishop', 'Stella Stocker', 'Alysse Fozmark', 'Kristine Gerolaga', 'David Ian Lee']","['Steven Keller', 'Haley Bishop', 'Mark Pritchard', 'Kimberley Elizabeth', 'Jason Wilkinson']"
5,Matriarch,85,39,69,['Horror'],,1h 25m,2022,"['Jemima Rooper', 'Kate Dickie', 'Sarah Paul', 'Franc Ashman', 'Keith David Bartlett']",['Ben Steiner']
6,Gratitude Revealed,80,90,83,['Documentary'],,1h 22m,2022,"['Michael Beckwith', 'Christine Carter', 'Deepak Chopra', 'Jack Kornfield', 'Norman Lear']",['Louis Schwartzberg']
7,The Janes,100,69,89,"['Documentary', 'History']",,1h 41m,2022,"['Tia Lessin', 'Emma Pildes', 'Emma Pildes', 'Jessica Levin', 'Daniel Arcana']","['Tia Lessin', 'Emma Pildes']"
8,Broadway Rising,80,92,84,"['Drama', 'Documentary']",,1h 33m,2022,"['Ginna Claire Mason', 'T. Oliver Reid', 'Jewelle Blackman', 'Ruben Santiago-Hudson', 'Ginna Claire Mason']",['Amy Rice']
9,The Necessary Death of Charlie Countryman,27,49,34,"['Romance', 'Crime', 'Drama']",R,1h 48m,2013,"['Shia LaBeouf', 'Evan Rachel Wood', 'Mads Mikkelsen', 'John Hurt', 'Rupert Grint']",['Fredrik Bond']
10,Panama,7,69,27,"['Action', 'Mystery & Thriller']",R,1h 34m,2022,"['Cole Hauser', 'Mel Gibson', 'Kate Katzman', 'Charlie Weber', 'Jackie Cruz']",['Mark Neveldine']
11,Baloney,100,57,85,['Documentary'],,1h 15m,2021,"['Joshua Guerci', 'Jethro Patalinghug', 'Marc Smolowitz', 'Joshua Guerci', 'Joshua Guerci']",['Joshua Guerci']
12,Grumpier Old Men,21,63,35,['Comedy'],PG-13,1h 40m,1995,"['Jack Lemmon', 'Walter Matthau', 'Ann-Margret', 'Sophia Loren', 'Burgess Meredith']",['Howie Deutch']
13,Those Who Walk Away,33,93,53,"['Horror', 'Mystery & Thriller']",,1h 34m,2022,"['Booboo Stewart', 'Scarlett Sperduto', 'Nils Allen Stewart', 'Bryson JonSteele', 'Josh Bradshaw']",['Robert Rippberger']
14,Mr. Malcolm's List,82,82,82,"['Romance', 'Comedy']",PG,1h 57m,2022,"['Freida Pinto', 'Sope Dirisu', 'Oliver Jackson-Cohen', 'Ashley Park', 'Zawe Ashton']",['Emma Holly Jones']
15,My True Fairytale,38,50,42,"['Drama', 'Mystery & Thriller']",,1h 26m,2021,"['Emma Kennedy', 'Bruce Davison', 'Joanna Cassidy', 'Taylor Cole', 'Corin Nemec']",['D Mitry 2']
16,Maneater,17,16,16,['Mystery & Thriller'],R,1h 26m,2022,"['Nicky Whelan', 'Trace Adkins', 'Jeff Fahey', 'Shane West', 'Justin Lee']",['Justin Lee 4']
17,Brazen,13,12,12,['Mystery & Thriller'],,1h 34m,2022,"['Alyssa Milano', 'Sam Page', 'Emilie Ullerup', 'Colleen Wheeler', 'Malachi Weir']",['Monika Mitchell']
18,Alaskan Nets,86,94,88,"['Documentary', 'Sports & Fitness']",,1h 57m,2021,"['Jeff Harasimowicz', 'Jeff Harasimowicz', 'Ryan Welch', 'Chris Pratt', 'Jon Schumacher']",['Jeff Harasimowicz']
19,I'll Find You,73,80,75,"['Romance', 'History', 'Drama']",,1h 56m,2019,"['Adelaide Clemens', 'Leo Suter', 'Ursula Parker', 'Sebastian Croft', 'Stephen Dorff']",['Martha Coolidge']
20,Escape The Field,18,70,35,"['Horror', 'Mystery & Thriller']",R,1h 28m,2022,"['Jordan Claire Robbins', 'Theo Rossi', 'Tahirah Sharif', 'Julian Feder', 'Elena Juatco']",['Emerson Moore']
21,Christmas with The Campbells,37,57,43,"['Holiday', 'Romance', 'Comedy']",,1h 28m,2022,"['Brittany Snow', 'Justin Long', 'Alex Moffat', 'Julia Duffy', 'George Wendt']",['Clare Niederpruem']
22,The Curse of Bridge Hollow,46,54,48,"['Kids & Family', 'Holiday', 'Comedy']",,1h 29m,2022,"['Marlon Wayans', 'Priah Ferguson', 'Kelly Rowland', 'Lauren Lapkus', 'Dave Sheridan']",['Jeff Wadlow']
23,Definition Please,95,77,89,"['Comedy', 'Drama']",,1h 31m,2020,"['Sujata Day', 'Ritesh Rajan', 'Anna Khaja', 'Katrina Bowden', 'Eugene Byrd']",['Sujata Day']
24,Slapface,91,85,89,"['Horror', 'Mystery & Thriller']",,1h 25m,2021,"['August Maturo', 'Mike Manning', 'Libe Barer', 'Dan Hedaya', 'Mirabelle Lee']",['Jeremiah Kipp']
25,Downfall: The Case Against Boeing,91,90,90,['Documentary'],PG-13,1h 29m,2022,"['Rory Kennedy', 'Mark Bailey', 'Keven McAlester', 'Mark Bailey', 'Sara Bernstein']",['Rory Kennedy']
26,Dingo,83,76,80,['Drama'],,1h 49m,1991,"['Colin Friels', 'Miles Davis', 'Helen Buday', 'Joe Petruzzi', 'Bernadette Lafont']",['Rolf De Heer']
27,Three Thousand Years of Longing,71,73,71,"['Fantasy', 'Drama']",R,1h 48m,2022,"['Idris Elba', 'Tilda Swinton', 'Aamito Lagum', 'Nicolas Mouawad', 'Ece Yüksel']",['George Miller']
28,We Are As Gods,92,96,93,['Documentary'],,1h 34m,2021,"['Stewart Brand', 'Brian Eno', 'George Church', 'David Alvarado', 'Jason Sussberg']","['David Alvarado 2', 'Jason Sussberg']"
29,American Gadfly,80,100,86,['Documentary'],,1h 36m,2021,"['David Oks', 'Henry Magowan', 'Elijah Emery', 'Henry Williams', 'Mike Gravel']",['Skye Wallin']
30,Love in Kilnerry,86,94,88,"['Comedy', 'Romance']",,1h 40m,2019,"['Daniel Keith', 'Kathy Searle', 'Debargo Sanyal', 'Sheila Stasack', 'Sybil Lines']",['Daniel Keith']
31,Even Cowgirls Get the Blues,17,28,20,['Fantasy'],R,1h 46m,1993,"['Uma Thurman', 'John Hurt', 'Rain Phoenix', 'Lorraine Bracco', 'Angie Dickinson']",['Gus Van Sant']
32,The Cold Light of Day,4,29,12,"['Action', 'Mystery & Thriller']",PG-13,1h 33m,2012,"['Henry Cavill', 'Verónica Echegui', 'Bruce Willis', 'Sigourney Weaver', 'Joseph Mawle']",['Mabrouk El Mechri']
33,Blank,0,60,20,"['Mystery & Thriller', 'Action']",,1h 47m,2019,"['Sunny Deol', 'Karan Kapadia', 'Karanvir Sharma', 'Ishita Dutta', 'Rashika Pradhan']",['Behzad Khambata']
34,Something In The Dirt,90,46,75,"['Sci-Fi', 'Comedy', 'Horror']",R,1h 56m,2022,"['Justin Benson', 'Aaron Moorhead', 'Sarah Adina Smith', 'Wanjiru M. Njendu', 'Vinny Curran']","['Justin Benson', 'Aaron Moorhead']"
35,Monster High: The Movie,83,49,71,"['Kids & Family', 'Musical', 'Comedy', 'Fantasy']",,1h 20m,2022,"['Miia Harris', 'Ceci Balagot', 'Nayah Damasen', 'Case Walker', 'Kyle Selig']",['Todd Holland']
36,Marcel the Shell with Shoes On,98,90,95,"['Kids & Family', 'Comedy', 'Animation']",PG,1h 29m,2021,"['Jenny Slate', 'Rosa Salazar', 'Thomas Mann', 'Isabella Rossellini', 'Dean Fleischer-Camp']",['Dean Fleischer Camp']
37,"Swap Me, Baby",71,62,68,['Comedy'],,1h 22m,2022,"['Ava Bogle', 'Falk Hentschel', 'Kimberly Leemans', 'Charlie Thiel', 'Caden Butera']",['Caden Butera']
38,Honor Society,86,78,83,['Comedy'],TVMA,1h 37m,2022,"['Angourie Rice', 'Gaten Matarazzo', 'Christopher Mintz-Plasse', 'Armani Jackson', 'Amy Keum']",['Oran Zegman']
39,Elesin Oba: The King's Horseman,80,81,80,"['Drama', 'Adventure', 'History']",,1h 36m,2022,"['Odunlade Adekola', 'Shaffy Bello', 'Deyemi Okanlawon', 'Mark Elderkin', 'Jenny Stead']",['Biyi Bandele']
40,The Translator,100,80,93,"['Mystery & Thriller', 'Drama']",,1h 45m,2020,"['Ziad Bakri', 'Yumna Marwan', 'David Field', 'Sawsan Arsheed', 'Miranda Tapsell']","['Rana Kazkaz', 'Anas Khalaf']"
41,Slumberland,40,86,55,"['Kids & Family', 'Fantasy']",PG,1h 57m,2022,"['Jason Momoa', 'Marlow Barkley', ""Chris O'Dowd"", 'Kyle Chandler', 'Weruche Opia']",['Francis Lawrence']
42,Tyson's Run,67,86,73,['Drama'],PG,1h 43m,2022,"['Major Dodson', 'Amy Smart', 'Barkhad Abdi', 'Rory Cochrane', 'Reno Wilson']",['Kim Bass']
43,"""Sr.""",97,89,94,['Documentary'],R,1h 30m,2022,"['Robert Downey Jr.', 'Alan Arkin', 'Norman Lear', 'Sean Hayes', 'Paul Thomas Anderson']",['Chris Smith 3']
44,The Tiger Rising,18,73,36,"['Drama', 'Adventure']",PG,1h 42m,2022,"['Queen Latifah', 'Dennis Quaid', 'Christian Convery', 'Madalen Mills', 'Sam Trammell']",['Ray Giarratana']
45,Wyrmwood: Apocalypse,88,51,75,"['Horror', 'Action']",,1h 28m,2021,"['Luke McKenzie', 'Tasia Zalar', 'Shantae Barnes-Cowan', 'Nicholas Boshier', 'Bianca Bradey']",['Kiah Roache Truner']
46,All My Puny Sorrows,73,86,77,['Drama'],R,1h 43m,2021,"['Alison Pill', 'Sarah Gadon', 'Amybeth McNulty', 'Donal Logue', 'Mare Winningham']",['Michael Mcgowan']
47,Jurassic Park,91,91,91,"['Adventure', 'Action', 'Sci-Fi', 'Mystery & Thriller']",PG-13,2h 6m,1993,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck']",['Steve Spielberg']
48,God's Country,88,50,75,"['Mystery & Thriller', 'Drama']",R,1h 43m,2022,"['Thandiwe Newton', 'Dan Gravage', 'Tanaya Beatty', 'Jeremy Bobb', 'Joris Jarsky']",['Julian Higgins']
49,Get Away If You Can,38,42,39,"['Mystery & Thriller', 'Drama']",,1h 30m,2022,"['Terrence Martin', 'Ed Harris', 'Riley Smith', 'Martina Gusmán', 'Dominique Braun']","['Dominique Braun', 'Terrence Martin']"
50,Me Before You,54,73,60,"['Romance', 'Drama']",PG-13,1h 50m,2016,"['Emilia Clarke', 'Sam Claflin', 'Janet McTeer', 'Charles Dance', 'Matthew Lewis']",['Thea Sharrock']
51,On the Come Up,75,74,74,"['Drama', 'Music']",PG-13,1h 56m,2022,"[""Da'Vine Joy Randolph"", 'Mike Epps', 'Method Man', 'Jamila C. Gray', 'Lil Yachty']",['Sanaa Lathan']
52,The Last Sin Eater,22,72,38,['Drama'],PG-13,1h 58m,2007,"['Louise Fletcher', 'Henry Thomas', 'Liana Liberato', 'Soren Fulton', 'A.J. Buckley']",['Michael Landon Jr']
53,Into the Deep,17,32,22,"['Mystery & Thriller', 'Action']",R,1h 31m,2022,"['Ella-Rae Smith', 'Jessica Alexander', 'Matthew Daddario', 'Nikkita Chadha', 'Jack Morris']",['Kate Cox']
54,Collide,24,35,27,"['Action', 'Mystery & Thriller']",PG-13,1h 34m,2016,"['Nicholas Hoult', 'Felicity Jones', 'Anthony Hopkins', 'Ben Kingsley', 'Marwan Kenzari']",['770831261']
55,The Aviary,63,50,58,['Mystery & Thriller'],R,1h 36m,2022,"['Lorenza Izzo', 'Chris Messina', 'Sandrine Holt', 'Andrew Miller', 'Malin Akerman']","['Chris Cullari', 'Jennifer Raite']"
56,Falling for Christmas,62,53,58,"['Holiday', 'Romance', 'Comedy']",,1h 33m,2022,"['Lindsay Lohan', 'Chord Overstreet', 'Jack Wagner', 'George Young', 'Chase Ramsey']",['1181012 Janeen Damian']
57,Love Accidentally,13,61,29,"['Romance', 'Comedy']",,1h 22m,2022,"['Brenda Song', ""Aaron O'Connell"", 'Denise Richards', 'Maxwell Caulfield', 'Brooke Newton']",['Peter Sullivan 3']
58,Rest Stop,0,29,9,"['Horror', 'Mystery & Thriller']",R,1h 32m,2006,"['Jaimie Alexander', 'Joey Mendicino', 'Joey Lawrence', 'Deanna Russo', 'Diane Salinger']",['John Shiban']
59,Carmen,100,98,99,['Drama'],,1h 28m,2022,"['Natascha McElhone', 'Michela Farrugia', 'Steven Love', 'Richard Clarkin', 'Henry Zammit Cordina']",['Valerie Buhagiar']
60,How to Please a Woman,69,65,67,"['Comedy', 'Drama']",,1h 47m,2022,"['Sally Phillips', 'Erik Thomson', 'Alexander England', 'Ryan Johnson', 'Caroline Brazier']",['Renee Webster']
61,Aqua Teen Forever: Plantasm,100,72,90,"['Action', 'Adventure', 'Comedy', 'Animation']",R,1h 15m,2022,"['Carey Means', 'Dana Snyder', 'Dave Willis', 'Peter Serafinowicz', 'Paul Walter Hauser']","['1176365 Dave Willis', 'Matt Maiellaro']"
62,The Almond and the Seahorse,13,56,27,['Drama'],,1h 36m,2022,"['Rebel Wilson', 'Charlotte Gainsbourg', 'Celyn Jones', 'Trine Dyrholm', 'Alice Lowe']","['Celyn Jones', 'Tom Stern 3']"
63,R.I.P.D. 2: Rise of the Damned,20,27,22,"['Action', 'Comedy', 'Fantasy']",PG-13,1h 43m,2022,"['Jeffrey Donovan', 'Richard Fleeshman', 'Tilly Keeper', 'Jake Choi', 'Kerry Knuppe']",['Paul Leyden']
64,Tiny Cinema,88,39,71,"['Horror', 'Sci-Fi', 'Comedy']",,1h 24m,2022,"['Tyler Rice', 'Phil Ursino', 'Sam Landers', 'Kristina Clifford', 'Shelby Dash']",['Tyler Cornack']
65,Triangle of Sadness,72,80,74,['Comedy'],R,2h 29m,2022,"['Harris Dickinson', 'Charlbi Dean Kriek', 'Woody Harrelson', 'Dolly De Leon', 'Zlatko Buric']",['Ruben Ostlund']
0,Fresh,81,81,81,"['Horror', 'Comedy', 'Drama', 'Mystery & Thriller']",R,1h 54m,2022,"['Daisy Edgar-Jones', 'Sebastian Stan', 'Jonica T. Gibbs', 'Andrea Bang', 'Dayo Okeniyi']",['Mimi Cave 2']
1,Incarnation,20,5,14,"['Horror', 'Mystery & Thriller']",,1h 29m,2022,"['Taye Diggs', 'Jessica Uberuaga', 'Michael Madsen', 'Rich Paul', 'Isaac Walsh']",['Isaac Walsh']
2,To Leslie,93,87,91,['Drama'],R,1h 59m,2022,"['Allison Janney', 'Andrea Riseborough', 'Marc Maron', 'Stephen Root', 'Matt Lauria']",['Michael Morris']
3,Four Samosas,67,80,71,"['Comedy', 'Action', 'Romance']",PG-13,1h 20m,2022,"['Venk Potula', 'Sonal Shah', 'Sharmita Bhattacharya', 'Nirvan Patnaik', 'Karan Soni']",['Ravi Kapoor']
4,Wag the Dog,86,76,82,"['Comedy', 'Drama']",R,1h 37m,1997,"['Dustin Hoffman', 'Robert De Niro', 'Anne Heche', 'Woody Harrelson', 'Denis Leary']",['Barry Levinson']
5,Bloodthirsty,80,26,61,"['Horror', 'Mystery & Thriller', 'Fantasy']",,1h 25m,2020,"['Lauren Beatty', 'Greg Bryk', 'Katharine King So', 'Judith Buchan', 'Michael Ironside']",['Amelia Moses 2']
6,Moonshot,62,49,57,"['Romance', 'Comedy', 'Sci-Fi']",PG-13,1h 44m,2022,"['Zach Braff', 'Cole Sprouse', 'Mason Gooding', 'Lana Condor', 'Lukas Gage']",['Christopher Winterbauer']
7,Silverton Siege,75,61,70,['Drama'],,1h 40m,2022,"['Thabo Rametsi', 'Arnold Vosloo', 'Noxolo Dlamini', 'Stefan Erasmus', 'Justin Strydom']",['Mandla Dube']
8,Winning: The Racing Life of Paul Newman,92,91,91,"['Documentary', 'Biography']",,1h 23m,2015,"['Mario Andretti', 'Michael Andretti', 'Patrick Dempsey', 'John Lasseter', 'Jay Leno']","['Adam Carolla', 'Nate Adams 2']"
9,The Estate,32,33,32,['Comedy'],R,1h 31m,2022,"['Toni Collette', 'Anna Faris', 'David Duchovny', 'Rosemarie DeWitt', 'Ron Livingston']",['Dean Craig']
10,Prey,94,74,87,"['Action', 'Adventure', 'Sci-Fi']",R,1h 39m,2022,"['Amber Midthunder', 'Dakota Beavers', 'Stormee Kipp', 'Michelle Thrush', 'Julian Black Antelope']",['Dan Trachtenberg']
11,Amsterdam,32,62,42,"['Comedy', 'Mystery & Thriller', 'Crime', 'Drama']",R,2h 14m,2022,"['Christian Bale', 'Margot Robbie', 'John David Washington', 'Chris Rock', 'Anya Taylor-Joy']",['David O Russell']
12,Torn Hearts,89,45,74,"['Horror', 'Mystery & Thriller']",,1h 37m,2022,"['Katey Sagal', 'Abby Quinn', 'Alexxis Lemire', 'Joshua Leonard', 'Shiloh Fernandez']",['Brea Grant']
13,BEAUTY,22,0,14,"['Drama', 'LGBTQ+']",R,1h 20m,2022,"['Gracie Marie Bradley', 'Aleyse Shannon', 'Niecy Nash', 'Giancarlo Esposito', 'Micheal Ward']",['Andrew Dosunmu']
14,9 Bullets,0,42,14,"['Action', 'Mystery & Thriller']",,1h 37m,2022,"['Lena Headey', 'Sam Worthington', 'Dean Scott Vazquez', 'Barbara Hershey', 'La La Anthony']",['Gigi Gaston']
15,Shadows,60,57,59,['Drama'],,2h 10m,2007,"['Borce Nacev', 'Vesna Stanojevska', 'Milcho Manchevski', 'Milcho Manchevski']",['Milcho Manchevski']
16,Turning Red,95,68,86,"['Kids & Family', 'Comedy', 'Fantasy', 'Animation']",PG,1h 40m,2022,"['Rosalie Chiang', 'Sandra Oh', 'Ava Morse', 'Hyein Park', 'Maitreyi Ramakrishnan']",['Domee Shi']
17,Lockdown,58,78,64,"['Drama', 'Action']",R,1h 41m,2003,"['Richard T. Jones', 'Gabriel Casseus', 'Melissa De Sousa', 'Bill Nunn', 'Clifton Powell']",['John Luessenhop']
18,Speak No Evil,84,55,74,"['Horror', 'Mystery & Thriller', 'Drama']",,1h 38m,2022,"['Morten Burian', 'Sidsel Siem Koch', 'Fedja van Huêt', 'Karina Smulders', 'Marius Damslev']",['Christian Tafdrup']
19,A Shot in the Dark,94,87,91,"['Comedy', 'Mystery & Thriller']",PG,1h 41m,1964,"['Peter Sellers', 'Elke Sommer', 'George Sanders', 'Herbert Lom', 'Tracy Reed']",['Sam O Brown']
20,Aftershock,100,53,84,['Documentary'],,1h 26m,2022,"['Paula Eiselt', 'Tonya Lewis Lee', 'Paula Eiselt', 'Tonya Lewis Lee', 'Tegan Acton']","['Paula Eiselt', 'Tonya Lewis Lee']"
21,The Valet,75,79,76,"['Romance', 'Comedy']",PG-13,2h 4m,2022,"['Eugenio Derbez', 'Samara Weaving', 'Max Greenfield', 'Betsy Brandt', 'Carmen Salinas']",['Richard Wong']
22,Downton Abbey: A New Era,86,97,89,['Drama'],PG,2h 5m,2022,"['Hugh Bonneville', 'Laura Carmichael', 'Jim Carter', 'Raquel Cassidy', 'Brendan Coyle']",['Simon Curtis']
23,Like a Rolling Stone: The Life & Times of Ben Fong-Torres,100,100,99,"['Biography', 'Documentary', 'Music']",,1h 39m,2022,"['Ben Fong-Torres', 'Elton John', 'Carlos Santana', 'Steve Martin', 'Quincy Jones']",['Suzanne Joe Kai']
24,What Is a Woman?,75,86,78,['Documentary'],,1h 34m,2022,"['Gert Comfrey', 'Marci Bowers', 'Don Sucher', 'Michelle Forcier', 'Patrick Grzanka']",['Justin Folk']
25,Ask Me to Dance,88,73,83,"['Holiday', 'Romance', 'Comedy']",PG-13,1h 33m,2022,"['Briana Evigan', 'Tom Malloy', 'Mario Cantone', 'Catherine Mary Stewart', 'Joyce DeWitt']",['Tom Malloy']
26,Behind the Candelabra,94,71,86,"['Drama', 'Biography', 'Romance', 'LGBTQ+']",TVMA,1h 58m,2013,"['Michael Douglas', 'Matt Damon', 'Dan Aykroyd', 'Scott Bakula', 'Rob Lowe']",['Steven Soderbergh']
27,Rubikon,35,77,49,"['Sci-Fi', 'Adventure', 'Mystery & Thriller']",,1h 50m,2022,"['Mark Ivanir', 'Julia Franz Richter', 'George Blagden', 'Nicholas Monu', 'Daniela Kong']",['Magdalena Lauritsch']
28,Accident Man: Hitman's Holiday,80,80,80,"['Action', 'Comedy', 'Crime']",R,1h 36m,2022,"['Scott Adkins', 'Ray Stevenson', 'Perry Benson', 'Sarah Chang', 'George Fouracres']","['George Kirby 3', 'Harry Kirby 2']"
29,The Contractor,44,72,53,"['Action', 'Mystery & Thriller']",R,1h 43m,2022,"['Chris Pine', 'Ben Foster', 'Gillian Jacobs', 'Eddie Marsan', 'JD Pardo']",['Tarik Saleh']
30,Hot Seat,17,13,15,"['Action', 'Mystery & Thriller']",R,1h 44m,2022,"['Kevin Dillon', 'Mel Gibson', 'Shannen Doherty', 'Sam Asghari', 'Michael Welch']",['James Cullen Bressack']
31,A Jazzman's Blues,65,85,71,['Drama'],R,2h 7m,2022,"['Ryan Eggold', 'E. Roger Mitchell', 'Milauna Jackson', 'Amirah Vann', 'Brad Benedict']",['Tyler Perry']
32,Another Day in Paradise,58,62,59,['Drama'],R,1h 41m,1999,"['James Woods', 'Melanie Griffith', 'Vincent Kartheiser', 'Natasha Gregson Wagner', 'James Otis']",['1046614 Larry Clark']
33,13: The Musical,58,37,51,"['Kids & Family', 'Musical', 'Comedy']",PG,1h 34m,2022,"['Eli Golden', 'Gabriella Uhl', 'Debra Messing', 'JD McCrary', 'Lindsey Blackwell']",['Tamra Davis']
34,The Justice of Bunny King,95,100,96,['Drama'],,1h 41m,2021,"['Thomasin McKenzie', 'Essie Davis', ""Ryan O'Kane"", 'Lively Nili', 'Bridie Sisson']",['Gaysorn Thavat']
35,The Tragedy of Macbeth,92,74,86,"['Drama', 'Mystery & Thriller']",R,1h 45m,2021,"['Denzel Washington', 'Frances McDormand', 'Bertie Carvel', 'Alex Hassell', 'Corey Hawkins']",['Joel Coen']
36,Louis Armstrong's Black & Blues,98,79,91,"['Documentary', 'Music', 'Biography']",R,1h 44m,2022,"['Louis Armstrong', 'Sacha Jenkins', 'Sara Bernstein', 'Sacha Jenkins', 'Justin Wilkes']",['Sacha Jenkins']
37,The American Dream and Other Fairy Tales,94,60,82,['Documentary'],,1h 27m,2022,"['Abigail Disney', 'Kathleen Hughes', 'Abigail Disney', 'Kathleen Hughes', 'Aideen Kane']","['Abigail Disney', 'Kathleen Hughes 2']"
38,Goodnight Mommy,37,34,36,['Mystery & Thriller'],R,1h 31m,2022,"['Naomi Watts', 'Cameron Crovetti', 'Nicholas Crovetti', 'Peter Hermann', 'Crystal Lucas-Perry']",['Matt Sobel']
39,Italian Studies,40,22,34,['Drama'],,1h 21m,2021,"['Vanessa Kirby', 'David Ajala', 'Annika Wahlsten', 'Lars Wahlsten', 'Neil Comber']",['Adam Leon']
40,Run,89,74,84,['Mystery & Thriller'],PG-13,1h 30m,2020,"['Sarah Paulson', 'Kiera Allen', 'Onalee Ames', 'Pat Healy', 'Carter Heintz']",['Aneesh Chaganty']
41,The Next 365 Days,0,36,12,"['Drama', 'Romance']",,1h 54m,2022,"['Anna Maria Sieklucka', 'Michele Morrone', 'Magdalena Lamparska', 'Otar Saralidze', 'Ewa Kasprzyk']","['Barbara Bialowas', 'Tomasz Mandes']"
42,The Witnesses,86,65,79,['Drama'],,1h 54m,2007,"['Michel Blanc', 'Emmanuelle Béart', 'Sami Bouajila', 'Julie Depardieu', 'Johan Libéreau']",['Andre Techine']
43,A Tree of Life: The Pittsburgh Synagogue Shooting,100,75,91,['Documentary'],,1h 20m,2021,"['Carol Black', 'Joseph Charny', 'Anthony Fienberg', 'Audrey Glickman', 'Daniel Leger']",['Trish Adlesic']
44,The Shaggy Dog,26,39,30,"['Kids & Family', 'Comedy']",PG,1h 39m,2006,"['Tim Allen', 'Robert Downey Jr.', 'Danny Glover', 'Kristin Davis', 'Craig Kilborn']",['Brian Robbins']
45,The Last Victim,27,41,31,"['Mystery & Thriller', 'Western']",,1h 51m,2021,"['Ali Larter', 'Ron Perlman', 'Ralph Ineson', 'Tahmoh Penikett', 'Kyle Schmid']",['Naveen A Chathapuram']
46,American Murderer,74,93,80,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 44m,2022,"['Tom Pelphrey', 'Ryan Phillippe', 'Idina Menzel', 'Jacki Weaver', 'Paul Schneider']",['Matthew Gentile']
47,Code Name Banshee,0,84,28,"['Action', 'Drama']",,1h 33m,2022,"['Antonio Banderas', 'Jaime King', 'Tommy Flanagan', 'Catherine Davis', 'Dylan Flashner']",['Jon Keeyes']
48,Unhuman,53,71,58,"['Horror', 'Mystery & Thriller']",,1h 31m,2022,"['Brianne Tju', 'Benjamin Wadsworth', 'Uriah Shelton', 'Ali Gallo', 'Peter Giles']",['1173771 Marcus Dunstan']
49,Hotel Transylvania: Transformania,48,44,46,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 28m,2022,"['Brian Hull', 'Jim Gaffigan', 'Andy Samberg', 'Selena Gomez', 'Kathryn Hahn']","['Derek Drymon 5', 'Jennifer Kluska']"
50,Tankhouse,40,82,54,['Comedy'],R,1h 33m,2022,"['Christopher Lloyd', 'Richard Kind', 'Tara Holt', 'Stephen Friedrich', 'Alex Esola']",['Noam Tomaschoff']
51,Nightride,86,97,89,"['Mystery & Thriller', 'Crime', 'Drama', 'Action']",,1h 37m,2021,"['Moe Dunford', 'Joana Ribeiro', 'Gerard Jordan', 'Ciaran Flynn', 'John Travers']",['Stephen Fingleton']
52,Fire Birds,9,35,17,['Action'],PG-13,1h 25m,1990,"['Nicolas Cage', 'Tommy Lee Jones', 'Sean Young', 'Bryan Kestner', 'Dale Dye']",['David Green 3']
53,A Perfect Pairing,50,69,56,"['Romance', 'Comedy']",,1h 41m,2022,"['Victoria Justice', 'Adam Demos', 'Luca Sardelis', 'Korey Williams', 'Samantha Tolj']",['Stuart Mcdonald']
54,Slayers,22,15,19,"['Horror', 'Action', 'Comedy']",R,1h 28m,2022,"['Thomas Jane', 'Kara Hayward', 'Malin Akerman', 'Abigail Breslin', 'Jack Donnelly']",['K Asher Levin']
55,Ticket to Paradise,57,87,67,"['Romance', 'Comedy']",PG-13,1h 44m,2022,"['George Clooney', 'Julia Roberts', 'Kaitlyn Dever', 'Billie Lourd', 'Maxime Bouttier']",['Ol Parker']
56,The Swearing Jar,94,68,85,"['Romance', 'Comedy', 'Music']",,1h 51m,2022,"['Adelaide Clemens', 'Douglas Smith', 'Patrick J. Adams', 'Kathleen Turner', 'David Hewlett']",['Lindsay Mackay']
57,This Land,80,80,80,['Documentary'],,1h 11m,2022,"['Matthew Palmer', 'Brian Gagliardi', 'Undine Buka', 'Jim Cummings', 'Natalie Metzger']",['Matthew Palmer 2']
